"filename", "language", "XML", "Java Properties", "PostCSS", "HTML", "Batch", "JavaScript", "Java", "comment", "blank", "total"
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\java\com\thaimei\myapp\service\UserService.java", "Java", 0, 0, 0, 0, 0, 0, 26, 0, 9, 35
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\application.properties", "Java Properties", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\static\account.css", "PostCSS", 0, 0, 66, 0, 0, 0, 0, 0, 10, 76
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\static\js\login.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\static\js\registration.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\static\myapp.css", "PostCSS", 0, 0, 79, 0, 0, 0, 0, 6, 14, 99
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\UserProfile.html", "HTML", 0, 0, 0, 41, 0, 0, 0, 0, 6, 47
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\about.html", "HTML", 0, 0, 0, 28, 0, 0, 0, 0, 3, 31
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\contact.html", "HTML", 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\error\404.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\error\500.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\error\error.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\index.html", "HTML", 0, 0, 0, 57, 0, 0, 0, 0, 2, 59
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\login_page.html", "HTML", 0, 0, 0, 28, 0, 0, 0, 0, 3, 31
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\orders.html", "HTML", 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\payment.html", "HTML", 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\product_lists.html", "HTML", 0, 0, 0, 32, 0, 0, 0, 0, 1, 33
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\products_detail.html", "HTML", 0, 0, 0, 22, 0, 0, 0, 0, 2, 24
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\shopping_cart.html", "HTML", 0, 0, 0, 52, 0, 0, 0, 0, 3, 55
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\signup.html", "HTML", 0, 0, 0, 38, 0, 0, 0, 0, 5, 43
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\success.html", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\main\resources\templates\terms.html", "HTML", 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
"c:\Users\Admin\Desktop\monkeyapp\myapp\src\test\java\com\thaimei\myapp\MyappApplicationTests.java", "Java", 0, 0, 0, 0, 0, 0, 9, 0, 5, 14
"Total", "-", 107, 4, 145, 466, 96, 2, 1225, 94, 400, 2539
